,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
124,TCS,EQ,10-Nov-17,2736.4,2722.2,2726.0,2693.35,2710.0,2708.75,2706.84,678283,1836006501.0,22485,456167,67.25,11,2017,2501.3779654212412,-0.010104516883496562,Slight positive
125,TCS,EQ,13-Nov-17,2708.75,2702.05,2777.4,2702.05,2756.55,2758.95,2757.27,748498,2063808990.0,44504,379983,50.77,11,2017,2502.958180396093,0.018532533456391276,Slight positive
126,TCS,EQ,14-Nov-17,2758.95,2756.55,2756.55,2707.5,2710.0,2714.6,2718.61,828626,2252715047.0,50733,554011,66.86,11,2017,2504.3859140288864,-0.01607495605212128,Slight positive
127,TCS,EQ,15-Nov-17,2714.6,2706.0,2755.0,2701.35,2710.0,2705.3,2736.73,3335417,9128129059.0,47448,2841173,85.18,11,2017,2509.6973508223277,-0.003425919104103614,Slight positive
128,TCS,EQ,16-Nov-17,2705.3,2710.0,2763.0,2686.95,2739.9,2746.65,2734.0,826741,2260313403.0,45075,380359,46.01,11,2017,2511.2399248525912,0.01528481129634418,Slight positive
129,TCS,EQ,17-Nov-17,2746.65,2748.1,2748.1,2703.6,2708.2,2707.3,2719.89,662732,1802558457.0,34043,411909,62.15,11,2017,2512.2577696631056,-0.01432654324358762,Slight positive
130,TCS,EQ,20-Nov-17,2707.3,2715.0,2726.9,2695.3,2697.9,2703.45,2709.98,507249,1374632868.0,27013,360469,71.06,11,2017,2513.0144695003905,-0.0014220810401508466,Slight positive
131,TCS,EQ,21-Nov-17,2703.45,2701.0,2701.0,2666.0,2670.25,2672.95,2678.52,763870,2046044819.0,38552,527247,69.02,11,2017,2513.962049458696,-0.011281880560025104,Slight positive
132,TCS,EQ,22-Nov-17,2672.95,2673.0,2709.7,2672.4,2681.4,2680.65,2690.88,911312,2452235277.0,67085,612065,67.16,11,2017,2515.131990032292,0.0028807123215923713,Slight positive
133,TCS,EQ,23-Nov-17,2680.65,2681.0,2693.0,2669.0,2676.55,2681.25,2684.25,396735,1064937718.0,31522,189438,47.75,11,2017,2515.638029914316,0.00022382631078277093,Slight positive
134,TCS,EQ,24-Nov-17,2681.25,2682.0,2702.9,2673.1,2688.2,2688.05,2688.26,1143756,3074710399.0,47991,936777,81.9,11,2017,2517.1389961426285,0.002536130536130665,Slight positive
135,TCS,EQ,27-Nov-17,2688.05,2688.0,2695.9,2662.2,2683.05,2685.85,2678.65,928393,2486839610.0,40042,725134,78.11,11,2017,2518.3228204556117,-0.0008184371570469917,Slight positive
136,TCS,EQ,28-Nov-17,2685.85,2686.0,2702.4,2670.0,2681.05,2685.3,2679.22,455858,1221342324.0,29742,298928,65.57,11,2017,2518.8961508118887,-0.0002047768862742938,Slight positive
137,TCS,EQ,29-Nov-17,2685.3,2677.5,2693.0,2650.0,2653.65,2658.15,2674.7,723766,1935855718.0,41795,531968,73.5,11,2017,2519.6511778302797,-0.010110602167355598,Slight positive
138,TCS,EQ,30-Nov-17,2658.15,2653.65,2666.95,2623.0,2635.0,2637.0,2641.37,2149981,5678900013.0,86807,1464976,68.14,11,2017,2521.5112568056597,-0.0079566615879465,Slight positive
139,TCS,EQ,1-Dec-17,2637.0,2635.0,2668.0,2621.5,2630.0,2629.95,2647.75,515572,1365104151.0,37693,285458,55.37,12,2017,2521.9218806512845,-0.0026734926052333075,Slight positive
140,TCS,EQ,4-Dec-17,2629.95,2622.0,2658.5,2602.95,2630.0,2632.35,2629.84,629552,1655623149.0,37609,342423,54.39,12,2017,2522.430131573069,0.0009125648776593387,Slight positive
141,TCS,EQ,5-Dec-17,2632.35,2631.0,2651.7,2628.15,2633.0,2635.55,2641.13,583957,1542308264.0,33907,386120,66.12,12,2017,2522.911011337583,0.0012156438163619665,Slight positive
142,TCS,EQ,6-Dec-17,2635.55,2636.0,2645.0,2612.85,2635.0,2633.3,2627.47,703759,1849107520.0,61422,534381,75.93,12,2017,2523.4736727917834,-0.0008537117489707535,Slight positive
143,TCS,EQ,7-Dec-17,2633.3,2632.3,2645.95,2615.0,2617.95,2617.25,2623.62,663150,1739856625.0,52980,503427,75.91,12,2017,2523.921924067577,-0.006095013860935028,Slight positive
144,TCS,EQ,8-Dec-17,2617.25,2618.0,2645.0,2597.0,2600.0,2601.5,2621.69,692774,1816237017.0,67356,443099,63.96,12,2017,2524.307388097135,-0.006017766739898733,Slight positive
145,TCS,EQ,11-Dec-17,2601.5,2608.35,2672.65,2608.35,2670.0,2661.1,2635.45,504001,1328268598.0,47999,298309,59.19,12,2017,2524.8000854789434,0.022909859696329082,Slight positive
146,TCS,EQ,12-Dec-17,2661.1,2661.0,2662.0,2607.4,2609.55,2612.15,2624.14,941123,2469638200.0,57531,622120,66.1,12,2017,2525.383643392656,-0.018394648829431426,Slight positive
147,TCS,EQ,13-Dec-17,2612.15,2611.4,2651.45,2601.0,2633.5,2628.4,2632.07,1480729,3897385720.0,48513,1169964,79.01,12,2017,2526.4552015459776,0.0062209291196906324,Slight positive
148,TCS,EQ,14-Dec-17,2628.4,2632.0,2632.0,2531.1,2558.2,2557.8,2558.8,2752075,7041999539.0,118270,1987921,72.23,12,2017,2527.0496904246033,-0.02686044742048388,Slight positive
149,TCS,EQ,15-Dec-17,2557.8,2563.75,2584.45,2536.85,2543.95,2545.6,2552.92,1359069,3469591951.0,97835,934401,68.75,12,2017,2527.2218225513193,-0.004769723981546736,Slight positive
150,TCS,EQ,18-Dec-17,2545.6,2537.0,2588.95,2494.35,2576.6,2580.5,2548.56,1090332,2778774408.0,71724,588034,53.93,12,2017,2527.615514297622,0.013709930861093733,Slight positive
151,TCS,EQ,19-Dec-17,2580.5,2576.0,2597.8,2564.7,2577.4,2575.3,2583.18,900976,2327386545.0,76762,633455,70.31,12,2017,2527.904911780993,-0.00201511335012583,Slight positive
152,TCS,EQ,20-Dec-17,2575.3,2582.0,2592.75,2550.65,2592.0,2588.95,2573.6,788785,2030019887.0,68386,530550,67.26,12,2017,2528.2275474447747,0.005300353356890275,Slight positive
153,TCS,EQ,21-Dec-17,2588.95,2587.0,2608.0,2580.05,2582.1,2595.7,2595.09,646824,1678569251.0,40095,439879,68.01,12,2017,2528.518711298841,0.002607234593174912,Slight positive
154,TCS,EQ,22-Dec-17,2595.7,2604.0,2663.9,2590.2,2640.0,2646.75,2636.33,1832832,4831948536.0,85852,757097,41.31,12,2017,2529.9469528658847,0.019667141811457567,Slight positive
155,TCS,EQ,26-Dec-17,2646.75,2686.0,2689.75,2631.6,2650.35,2649.45,2653.61,1087893,2886838516.0,52053,517570,47.58,12,2017,2530.7977164061804,0.0010201190138849903,Slight positive
156,TCS,EQ,27-Dec-17,2649.45,2649.45,2658.5,2610.5,2617.0,2619.9,2632.21,369642,972974332.2,20483,142233,38.48,12,2017,2531.012729342799,-0.011153258223404738,Slight positive
157,TCS,EQ,28-Dec-17,2619.9,2608.8,2653.5,2605.65,2631.0,2626.95,2630.44,1302544,3426257490.0,47992,885214,67.96,12,2017,2531.8216331663293,0.0026909424023817685,Slight positive
158,TCS,EQ,29-Dec-17,2626.95,2623.1,2708.9,2618.55,2700.0,2701.2,2677.92,1304771,3494069340.0,51608,757663,58.07,12,2017,2533.2402225732294,0.02826471763832572,Slight positive
159,TCS,EQ,1-Jan-18,2701.2,2682.3,2694.8,2635.0,2650.0,2645.6,2654.94,675880,1794417717.0,19464,330691,48.93,1,2018,2533.7255835482997,-0.02058344439508364,Slight positive
160,TCS,EQ,2-Jan-18,2645.6,2660.0,2669.6,2620.2,2631.0,2631.2,2641.06,960145,2535800011.0,46813,555820,57.89,1,2018,2534.3200877796885,-0.005442999697611195,Slight positive
161,TCS,EQ,3-Jan-18,2631.2,2632.0,2669.0,2631.2,2639.0,2638.65,2649.21,628560,1665185619.0,32104,361072,57.44,1,2018,2534.734996419652,0.002831407722712065,Slight positive
162,TCS,EQ,4-Jan-18,2638.65,2650.0,2662.0,2640.0,2650.0,2657.1,2649.94,456541,1209807238.0,32647,264561,57.95,1,2018,2535.087433216692,0.0069922119265533045,Slight positive
163,TCS,EQ,5-Jan-18,2657.1,2650.0,2699.5,2650.0,2695.0,2689.2,2684.95,576853,1548821282.0,30836,318083,55.14,1,2018,2535.6462504797296,0.012080840013548588,Slight positive
164,TCS,EQ,8-Jan-18,2689.2,2700.0,2726.85,2681.85,2708.8,2714.4,2709.74,621110,1683046448.0,43815,345599,55.64,1,2018,2536.341431654784,0.009370816599732379,Slight positive
165,TCS,EQ,9-Jan-18,2714.4,2715.0,2721.0,2676.55,2708.95,2709.0,2703.56,1074698,2905511380.0,47403,612650,57.01,1,2018,2537.4955125455217,-0.0019893899204244114,Slight positive
166,TCS,EQ,10-Jan-18,2709.0,2711.0,2816.0,2694.65,2803.0,2806.6,2763.3,1682925,4650423557.0,70764,699460,41.56,1,2018,2540.283078792758,0.036028054632705864,Slight positive
167,TCS,EQ,11-Jan-18,2806.6,2810.0,2821.9,2782.2,2792.5,2790.5,2796.58,1260524,3525161029.0,71604,578244,45.87,1,2018,2542.209497653215,-0.005736478301147319,Slight positive
168,TCS,EQ,12-Jan-18,2790.5,2805.0,2805.0,2740.55,2769.9,2776.35,2764.28,1680157,4644422668.0,90884,472438,28.12,1,2018,2544.587845168303,-0.005070775846622522,Slight positive
169,TCS,EQ,15-Jan-18,2776.35,2777.15,2808.0,2735.05,2737.4,2746.1,2768.32,728607,2017014657.0,49926,394675,54.17,1,2018,2545.471605771564,-0.010895600338574063,Slight positive
170,TCS,EQ,16-Jan-18,2746.1,2756.0,2861.65,2750.55,2860.0,2850.85,2834.5,2133876,6048464572.0,85776,639155,29.95,1,2018,2549.3442255930213,0.0381450056443684,Slight positive
171,TCS,EQ,17-Jan-18,2850.85,2870.0,2925.0,2862.15,2895.0,2888.95,2900.36,2140403,6207945520.0,94873,965845,45.12,1,2018,2553.609809950862,0.013364435168458533,Slight positive
172,TCS,EQ,18-Jan-18,2888.95,2897.0,2933.0,2868.05,2926.55,2918.2,2896.35,1104739,3199711974.0,51786,568379,51.45,1,2018,2555.958178164846,0.010124785821838289,Slight positive
173,TCS,EQ,19-Jan-18,2918.2,2930.55,2982.0,2903.65,2974.85,2959.3,2930.77,910000,2667000913.0,44039,436952,48.02,1,2018,2558.0868956635168,0.014084024398602013,Slight positive
174,TCS,EQ,22-Jan-18,2959.3,2961.0,3134.7,2922.0,3090.0,3116.4,3052.16,2183555,6664565989.0,97757,663651,30.39,1,2018,2565.0688983305413,0.053086878653735736,Slight positive
175,TCS,EQ,23-Jan-18,3116.4,3114.95,3142.35,3090.05,3097.9,3102.0,3112.03,1619805,5040878630.0,68887,705309,43.54,1,2018,2570.0041469486223,-0.0046207162110127875,Slight positive
176,TCS,EQ,24-Jan-18,3102.0,3090.0,3259.05,3082.65,3174.95,3174.6,3189.59,2810769,8965187783.0,111512,862385,30.68,1,2018,2579.4958872230313,0.023404255319148914,Slight positive
177,TCS,EQ,25-Jan-18,3174.6,3175.0,3179.8,3081.0,3133.0,3121.05,3123.06,1916922,5986662027.0,72537,925615,48.29,1,2018,2585.2327787246527,-0.016868266868266812,Slight positive
178,TCS,EQ,29-Jan-18,3121.05,3131.4,3225.0,3122.0,3199.25,3198.85,3196.14,1570530,5019638550.0,94269,832172,52.99,1,2018,2590.512622521131,0.02492750837058022,Slight positive
179,TCS,EQ,30-Jan-18,3198.85,3180.0,3203.8,3143.7,3152.15,3152.85,3166.46,787379,2493202690.0,45149,384193,48.79,1,2018,2592.928020183442,-0.014380167872829253,Slight positive
180,TCS,EQ,31-Jan-18,3152.85,3137.0,3150.0,3098.6,3111.15,3112.35,3119.14,1521607,4746105492.0,92438,978756,64.32,1,2018,2597.2040492705305,-0.01284552071934919,Slight positive
181,TCS,EQ,1-Feb-18,3112.35,3124.0,3190.0,3088.8,3150.0,3138.6,3146.24,1200315,3776473823.0,66084,310672,25.88,2,2018,2600.6971963439487,0.008434141404405127,Slight positive
182,TCS,EQ,2-Feb-18,3138.6,3120.0,3190.0,3103.45,3153.0,3153.65,3167.25,1228245,3890162746.0,52829,586030,47.71,2,2018,2604.3239813308555,0.004795131587332024,Slight positive
183,TCS,EQ,5-Feb-18,3153.65,3110.0,3188.0,3076.85,3110.0,3103.2,3118.75,1378871,4300356207.0,75866,655249,47.52,2,2018,2607.9705036955206,-0.015997336419704244,Slight positive
184,TCS,EQ,6-Feb-18,3103.2,3010.0,3077.15,2985.0,3000.0,2997.25,3020.91,1328653,4013743636.0,53630,728147,54.8,2,2018,2610.693127189964,-0.03414217581850987,Slight positive
185,TCS,EQ,7-Feb-18,2997.25,3027.0,3031.0,2947.45,2959.0,2955.05,2975.26,1090162,3243512073.0,55520,506385,46.45,2,2018,2612.657976119244,-0.01407957294186335,Slight positive
186,TCS,EQ,8-Feb-18,2955.05,2979.75,3027.6,2959.0,2966.2,2974.2,3000.15,1377502,4132716047.0,63513,601956,43.7,2,2018,2615.245953411281,0.006480431803184361,Slight positive
187,TCS,EQ,9-Feb-18,2974.2,2950.0,2994.0,2896.65,2978.3,2971.7,2940.4,1051229,3091037412.0,71919,421771,40.12,2,2018,2617.1825731766758,-0.0008405621679778985,Slight positive
188,TCS,EQ,12-Feb-18,2971.7,2978.3,3023.35,2955.55,2960.15,2967.3,2981.33,987281,2943408237.0,49385,512025,51.86,2,2018,2618.9599832008385,-0.0014806339805497615,Slight positive
189,TCS,EQ,14-Feb-18,2967.3,2970.0,2974.45,2892.5,2900.0,2911.8,2939.65,1423766,4185366949.0,81932,880898,61.87,2,2018,2621.088290140453,-0.018703872207056937,Slight positive
190,TCS,EQ,15-Feb-18,2911.8,2931.95,2943.0,2905.1,2922.0,2925.85,2925.44,1232618,3605953706.0,42920,702569,57.0,2,2018,2622.9938828207914,0.004825194038051928,Slight positive
191,TCS,EQ,16-Feb-18,2925.85,2923.0,2999.6,2923.0,2931.0,2933.05,2965.52,1257878,3730256378.0,52987,425282,33.81,2,2018,2624.9597656212122,0.0024608233504794796,Slight positive
192,TCS,EQ,19-Feb-18,2933.05,2945.0,2953.3,2895.2,2923.65,2923.6,2928.1,784112,2295955131.0,37241,332759,42.44,2,2018,2626.1354536849617,-0.0032219021155452943,Slight positive
193,TCS,EQ,20-Feb-18,2923.6,2928.0,2985.05,2927.9,2943.0,2944.75,2959.27,944534,2795126451.0,60862,401169,42.47,2,2018,2627.6392680417007,0.007234231769051913,Slight positive
194,TCS,EQ,21-Feb-18,2944.75,2974.0,3062.6,2960.05,3042.35,3042.3,3016.25,1544614,4658937572.0,96721,673804,43.62,2,2018,2630.8152987388,0.033126750997538146,Slight positive
195,TCS,EQ,22-Feb-18,3042.3,3052.0,3079.0,3022.5,3040.05,3050.2,3047.84,1731505,5277341721.0,83526,796578,46.0,2,2018,2634.3855203368976,0.0025967195871543503,Slight positive
196,TCS,EQ,23-Feb-18,3050.2,3050.0,3089.0,2992.1,3078.0,3075.8,3044.72,1681250,5118935937.0,86645,706762,42.04,2,2018,2638.0043040259866,0.008392892269359464,Slight positive
197,TCS,EQ,26-Feb-18,3075.8,3075.0,3089.95,3021.2,3025.6,3031.7,3044.1,681941,2075893519.0,45004,292334,42.87,2,2018,2639.3091205803107,-0.014337733272644648,Slight positive
198,TCS,EQ,27-Feb-18,3031.7,3041.0,3078.55,3032.0,3042.0,3042.35,3054.42,858900,2623442713.0,49207,299428,34.86,2,2018,2640.9845440057493,0.003512880562061005,Slight positive
199,TCS,EQ,28-Feb-18,3042.35,3035.0,3063.95,3021.45,3033.4,3035.05,3040.16,1353432,4114652091.0,80437,861558,63.66,2,2018,2643.549040760929,-0.0023994609430209035,Slight positive
200,TCS,EQ,1-Mar-18,3035.05,3049.0,3061.2,3020.0,3033.0,3037.7,3042.25,859062,2613481022.0,77493,522085,60.77,3,2018,2645.170455834072,0.0008731322383486173,Slight positive
201,TCS,EQ,5-Mar-18,3037.7,3049.0,3113.65,3032.95,3103.0,3105.85,3075.76,1429084,4395522747.0,81638,785748,54.98,3,2018,2648.3015917167136,0.022434736807453115,Slight positive
202,TCS,EQ,6-Mar-18,3105.85,3122.0,3127.0,3030.15,3041.0,3042.8,3087.33,953382,2943402643.0,60270,469034,49.2,3,2018,2650.082299488504,-0.020300400856448242,Slight positive
203,TCS,EQ,7-Mar-18,3042.8,3070.0,3089.0,3018.5,3028.7,3027.45,3045.28,958886,2920078407.0,54736,437656,45.64,3,2018,2651.787772917203,-0.005044695675036293,Slight positive
204,TCS,EQ,8-Mar-18,3027.45,3054.9,3054.9,2987.5,3001.85,3003.95,3017.6,975913,2944917233.0,43364,655914,67.21,3,2018,2653.4001778143834,-0.007762308213182689,Slight positive
205,TCS,EQ,9-Mar-18,3003.95,3005.0,3063.2,2977.2,3035.0,3034.1,3030.68,936218,2837381323.0,53978,310682,33.18,3,2018,2655.065033129084,0.010036784899881912,Slight positive
206,TCS,EQ,12-Mar-18,3034.1,3043.0,3083.9,3035.5,3046.95,3052.15,3060.88,1045670,3200669043.0,46166,492433,47.09,3,2018,2656.995128746473,0.005949045845555556,Slight positive
207,TCS,EQ,13-Mar-18,3052.15,2924.9,2939.7,2872.0,2886.1,2886.8,2880.44,44033577,127000000000.0,216131,31556256,71.66,3,2018,2696.040598186742,-0.054174925871926294,Slight positive
208,TCS,EQ,14-Mar-18,2886.8,2892.95,2923.05,2875.05,2887.85,2886.9,2899.62,1834334,5318879503.0,75794,797351,43.47,3,2018,2697.3819921597574,3.464043231260483e-05,Slight positive
209,TCS,EQ,15-Mar-18,2886.9,2895.0,2902.55,2855.6,2867.0,2869.7,2876.92,1174453,3378809880.0,53254,440516,37.51,3,2018,2698.1539272761493,-0.00595794797187299,Slight positive
210,TCS,EQ,16-Mar-18,2869.7,2868.8,2872.0,2805.0,2828.0,2825.7,2834.32,3598741,10199978560.0,151066,2487922,69.13,3,2018,2699.881002694698,-0.01533261316513923,Slight positive
211,TCS,EQ,19-Mar-18,2825.7,2829.0,2848.0,2820.0,2828.75,2831.0,2832.48,1744970,4942594052.0,93179,1297258,74.34,3,2018,2700.7362763087763,0.0018756414339811123,Slight positive
212,TCS,EQ,20-Mar-18,2831.0,2820.0,2873.2,2819.0,2870.0,2864.85,2852.27,2012492,5740162500.0,79442,1433569,71.23,3,2018,2701.9616699521216,0.011956905687036334,Slight positive
213,TCS,EQ,21-Mar-18,2864.85,2872.5,2884.3,2850.0,2856.1,2856.75,2865.76,1953839,5599239431.0,88110,1528562,78.23,3,2018,2703.0756737024776,-0.0028273731608984276,Slight positive
214,TCS,EQ,22-Mar-18,2856.75,2859.95,2875.95,2822.55,2824.0,2831.35,2843.57,1163047,3307211012.0,72687,876317,75.35,3,2018,2703.6228661520877,-0.008891222543099708,Slight positive
215,TCS,EQ,23-Mar-18,2831.35,2802.0,2834.1,2798.05,2809.2,2818.15,2816.79,1827061,5146438889.0,77575,1259843,68.95,3,2018,2704.3852328517914,-0.004662086990304903,Slight positive
216,TCS,EQ,26-Mar-18,2818.15,2819.0,2827.4,2781.55,2817.0,2817.0,2812.33,1482105,4168164808.0,76911,1046954,70.64,3,2018,2704.9900693345458,-0.00040806912336111,Slight positive
217,TCS,EQ,27-Mar-18,2817.0,2825.0,2863.0,2823.05,2843.8,2847.7,2845.6,1247287,3549278193.0,101404,867902,69.58,3,2018,2705.632203391645,0.010898118565850101,Slight positive
218,TCS,EQ,28-Mar-18,2847.7,2835.9,2875.0,2825.0,2849.35,2849.15,2854.33,3432827,9798420781.0,127771,2654970,77.34,3,2018,2707.3877710190773,0.0005091828493171136,Slight positive
219,TCS,EQ,2-Apr-18,2849.15,2840.0,2914.0,2840.0,2903.0,2909.65,2888.94,831494,2402139242.0,67851,428437,51.53,4,2018,2707.985286170769,0.021234403243072464,Slight positive
220,TCS,EQ,3-Apr-18,2909.65,2892.1,2929.9,2892.1,2908.4,2911.25,2907.92,968645,2816742761.0,49338,665363,68.69,4,2018,2708.6824095008283,0.0005498943171859949,Slight positive
221,TCS,EQ,4-Apr-18,2911.25,2929.45,2934.0,2892.0,2906.9,2910.9,2914.91,1420910,4141824123.0,73678,1068225,75.18,4,2018,2709.6946624514558,-0.00012022327179039838,Slight positive
222,TCS,EQ,5-Apr-18,2910.9,2926.55,2963.75,2920.35,2954.1,2957.95,2949.56,904712,2668499202.0,50519,619923,68.52,4,2018,2710.4833963346505,0.01616338589439681,Slight positive
223,TCS,EQ,6-Apr-18,2957.95,2954.0,2960.0,2926.55,2939.7,2950.3,2943.69,564509,1661739852.0,35618,327149,57.95,4,2018,2710.9578694130673,-0.002586250612755303,Slight positive
224,TCS,EQ,9-Apr-18,2950.3,2939.7,2963.5,2915.0,2925.05,2923.9,2936.88,617933,1814796241.0,61304,377241,61.05,4,2018,2711.4180464005826,-0.008948242551604979,Slight positive
225,TCS,EQ,10-Apr-18,2923.9,2925.7,2957.25,2925.7,2933.4,2937.6,2943.58,592266,1743380857.0,56834,369579,62.4,4,2018,2711.8855640930524,0.004685522760696337,Slight positive
226,TCS,EQ,11-Apr-18,2937.6,2950.6,3025.0,2945.6,3010.0,3014.15,2987.68,1562208,4667384474.0,79572,982143,62.87,4,2018,2713.5245975939492,0.026058687363834432,Slight positive
227,TCS,EQ,12-Apr-18,3014.15,3010.0,3150.0,3007.95,3136.0,3139.25,3116.29,3057180,9527046571.0,138550,1663392,54.41,4,2018,2717.994810368296,0.04150423834248462,Slight positive
228,TCS,EQ,13-Apr-18,3139.25,3150.0,3240.8,3132.1,3145.5,3153.3,3181.37,4089559,13010404291.0,147501,2142872,52.4,4,2018,2724.024434877696,0.00447559130365538,Slight positive
229,TCS,EQ,16-Apr-18,3153.3,3116.0,3199.95,3110.75,3185.05,3187.65,3169.39,3135137,9936460533.0,142448,1707483,54.46,4,2018,2728.895864808628,0.010893349823993814,Slight positive
230,TCS,EQ,17-Apr-18,3187.65,3187.65,3194.95,3147.2,3163.6,3166.6,3165.81,1650862,5226319906.0,119475,1077647,65.28,4,2018,2731.304259986078,-0.006603610810471672,Slight positive
231,TCS,EQ,18-Apr-18,3166.6,3166.0,3193.45,3145.85,3162.7,3159.1,3166.57,1216533,3852231611.0,57846,674167,55.42,4,2018,2733.0318444852505,-0.002368470915177112,Slight positive
232,TCS,EQ,19-Apr-18,3159.1,3179.9,3217.2,3165.75,3191.15,3191.15,3190.56,2410476,7690774761.0,108523,1295094,53.73,4,2018,2736.6684651614223,0.010145294545915062,Slight positive
233,TCS,EQ,20-Apr-18,3191.15,3250.0,3422.35,3240.0,3414.0,3402.45,3351.07,9232831,30939850872.0,287034,2973300,32.2,4,2018,2756.314555641881,0.06621437412844888,Slight positive
234,TCS,EQ,23-Apr-18,3402.45,3424.0,3557.9,3389.55,3395.9,3408.65,3478.05,7592955,26408656912.0,296796,2307114,30.38,4,2018,2771.7698766107656,0.0018222163441050654,Slight positive
235,TCS,EQ,24-Apr-18,3408.65,3410.0,3443.15,3342.5,3380.0,3385.65,3385.7,4157168,14074937538.0,191406,1852622,44.56,4,2018,2779.630918326683,-0.006747539348422427,Slight positive
236,TCS,EQ,25-Apr-18,3385.65,3385.0,3483.0,3365.05,3466.0,3470.25,3445.24,4098287,14119584532.0,186272,1646688,40.18,4,2018,2788.24068982116,0.02498781622435864,Slight positive
237,TCS,EQ,26-Apr-18,3470.25,3467.0,3560.0,3467.0,3523.95,3539.25,3528.84,6067517,21411274499.0,155107,3148760,51.9,4,2018,2801.8508832697794,0.019883293710827754,Slight positive
238,TCS,EQ,27-Apr-18,3539.25,3525.0,3544.0,3420.0,3458.0,3451.95,3475.49,2250665,7822168278.0,143297,1128370,50.13,4,2018,2806.19187255126,-0.02466624284806107,Slight positive
239,TCS,EQ,30-Apr-18,3451.95,3451.95,3549.0,3437.6,3529.0,3532.1,3523.56,1729279,6093220317.0,109746,740868,42.84,4,2018,2809.897165384643,0.023218760410782302,Slight positive
240,TCS,EQ,2-May-18,3532.1,3530.5,3532.2,3471.3,3500.0,3499.75,3496.99,1579023,5521825658.0,142452,1035607,65.59,5,2018,2813.0975431486227,-0.009158857336994952,Slight positive
241,TCS,EQ,3-May-18,3499.75,3509.8,3526.0,3470.4,3481.75,3481.85,3501.58,1880775,6585681501.0,132523,1146691,60.97,5,2018,2816.772610999497,-0.005114651046503327,Slight positive
242,TCS,EQ,4-May-18,3481.85,3492.0,3497.0,3470.0,3479.0,3480.75,3485.14,1173622,4090241756.0,60186,697005,59.39,5,2018,2819.041733435431,-0.00031592400591640146,Slight positive
243,TCS,EQ,7-May-18,3480.75,3490.0,3490.0,3410.9,3428.0,3420.95,3438.41,1742213,5990435303.0,95521,1155927,66.35,5,2018,2822.0798909396794,-0.017180205415499583,Slight positive
244,TCS,EQ,8-May-18,3420.95,3434.7,3486.5,3396.7,3440.2,3441.2,3447.8,1496410,5159322100.0,75803,710340,47.47,5,2018,2824.75243865323,0.005919408351481303,Slight positive
245,TCS,EQ,9-May-18,3441.2,3440.2,3494.75,3440.2,3488.5,3489.3,3480.95,1307525,4551423048.0,74986,754487,57.7,5,2018,2827.249567952002,0.013977682203882402,Slight positive
246,TCS,EQ,10-May-18,3489.3,3502.95,3511.15,3440.2,3446.3,3451.25,3478.59,1929339,6711381186.0,78782,1044165,54.12,5,2018,2830.6903490023474,-0.010904765998910992,Slight positive
247,TCS,EQ,11-May-18,3451.25,3454.2,3485.0,3442.5,3461.0,3456.95,3461.07,1313938,4547636850.0,44332,734225,55.88,5,2018,2833.0333101137485,0.0016515755161172763,Slight positive
